,eps,dividend
320,,0.0598
321,0.5667276051188299,
322,,0.0175
323,,
324,,
325,0.011761517615176152,0.0372
326,0.193154862758387,
327,0.48257372654155495,
328,1.2399643175735948,
329,,
330,1.6379310344827585,
331,-18.25,0.014199999
332,,0.0626
333,,
334,0.6758043023034456,
335,-2.3704866562009417,0.097799994
336,,0.0378
337,,0.0332
338,-0.4065040650406504,
339,0.5003697313285678,
340,,
341,,0.069699995
342,0.8755129958960328,
343,0.06546644844517185,
344,2.7717391304347823,0.039
345,,
346,,0.1271
347,1.070840197693575,
348,,
349,1.63728432108027,0.0184
350,,0.040799998
351,0.6908396946564885,
352,,0.0615
353,,
354,,
355,1.3704071499503476,
356,-2.2641509433962264,
357,,0.0135
358,1.5101010101010102,0.0482
359,1.2589413447782547,
360,3.5273972602739727,0.0104
361,,
362,-0.9515151515151516,0.014099999
363,,0.0049
364,0.7692307692307693,
365,,
366,0.32407407407407407,0.24190001
367,,0.0867
368,-0.448087431693989,
369,4.545454545454545,
370,,0.0186
371,1.3830334190231361,0.0297
372,0.07389162561576354,
373,0.9792626728110599,
374,,0.0184
375,1.8027734976887517,0.0917
376,,
377,,0.023
378,0.920881971465629,0.113800004
379,0.5826330532212886,0.0214
380,,
381,-0.11764705882352941,
382,2.0529595015576323,0.033800002
383,0.1695873374788016,
384,,
385,,
386,1.9571045576407506,
387,2.63430725730443,0.0128999995
388,0.8,
389,2.0833333333333335,
390,0.2501603592046184,
391,,
392,-0.5082319255547602,
393,,0.3183
394,,0.0159
395,1.2857142857142856,0.081999995
396,,
397,4.849498327759197,
398,,
399,,
400,1.5516875398004668,0.0294
401,0.21739130434782608,
402,,0.1105
403,,
404,,
405,1.1313444401394808,0.052600004
406,,0.0195
407,1.344186046511628,0.0156
408,,
409,,
410,,
411,3.9528432732316228,
412,0.46291922531884744,
413,1.035450140270339,0.0166
414,,
415,,
416,-13.478260869565217,
417,,
418,,
419,,
420,,
421,1.427807486631016,0.045900002
422,,
423,,
424,1.1323155216284988,0.0167
425,-0.4555790157544259,
426,0.036630036630036625,
427,,0.0777
428,,
429,,
430,,
431,,
432,-2.462745098039216,0.0083
433,0.8986318407960199,
434,1.3372582001682085,
435,,0.0053
436,,0.0334
437,,0.0173
438,0.7095421181405102,0.0294
439,-4.508928571428571,
440,,
441,,
442,,
443,1.2093023255813953,0.0792
444,1.391695059625213,0.0126
445,-1.209046100318933,0.0304
446,,
447,,0.077199996
448,,
449,,
450,,
451,,0.0385
452,,
453,,
454,,0.031400003
455,,
456,-0.02066115702479339,
457,3.1704479348458405,0.0442
458,,
459,1.5493482309124766,
460,,
461,,
462,0.9797297297297297,0.103
463,-13.020833333333334,0.0555
464,,0.0892
465,,0.0525
466,,0.053200003
467,0.23708721422523288,0.0429
468,1.8877551020408163,
469,,
470,1.6666666666666667,
471,0.49129989764585463,
472,,
473,0.9832635983263598,
474,,0.19780001
475,,0.038599998
476,,0.0479
477,,
478,1.2967479674796747,0.018
479,1.5763546798029555,
480,,
481,,0.023699999
482,0.4072883172561629,
483,0.2376237623762376,0.0308
484,-1.297872340425532,
485,1.1797637741517035,
486,,
487,,0.0124
488,1.5105740181268883,0.016900001
489,1.3513513513513513,0.024300002
490,0.40196078431372545,0.0223
491,11.999999999999998,0.113199994
492,1.237762237762238,0.0146
493,0.9689213893967094,
494,-8.285714285714286,
495,2.820895522388059,
496,0.18032786885245905,
497,,
498,1.0,0.0359
499,1.0222929936305731,0.0194
500,,0.044
501,,
502,1.1596091205211727,
503,0.00780209324452902,0.32990003
504,,
505,,
506,0.9500546846518411,0.0171
507,,
508,,
509,12.24,0.0717
510,2.2857142857142856,
511,,0.11229999
512,-3.9097744360902253,
513,0.9111191075926592,0.0525
514,4.188034188034187,
515,1.0256410256410255,0.0318
516,1.0442176870748299,0.0199
517,1.0,0.037
518,-0.9267734553775744,
519,,
520,0.9456928838951311,0.0038
521,1.7897727272727273,0.0106
522,1.740506329113924,
523,,
524,,0.026199998
525,1.7834394904458597,
526,0.75,
527,1.1666666666666667,
528,1.6949152542372883,0.056599997
529,,0.1001
530,,
531,2.903765690376569,
532,,
533,2.340909090909091,
534,0.9973958333333334,0.0416
535,-1.1166666666666667,
536,,
537,1.4787316318638826,0.00029999999
538,,
539,1.2888888888888888,0.1935
540,0.005063291139240506,0.1084
541,,0.0375
542,,
543,1.0382978723404255,0.036199998
544,1.0422885572139307,0.0325
545,,
546,4.75,
547,,
548,0.33496288249139966,
549,0.29333333333333333,
550,,
551,9.15909090909091,0.0127
552,2.3529411764705883,
553,3.666666666666667,0.0198
554,0.7489878542510121,
555,0.8342245989304813,0.0249
556,1.3363914373088686,0.0182
557,6.074561403508772,
558,,0.0542
559,,0.0498
560,,0.0574
561,-0.9090909090909092,
562,0.5247524752475248,
563,,
564,1.7692307692307694,0.0053
565,3.567567567567568,0.0994
566,45.187845303867405,
567,,
568,,0.0294
569,1.0,0.022
570,0.7627118644067797,0.059
571,0.8252864157119476,
572,,0.1173
573,,0.1608
574,-0.174512987012987,
575,0.7854710556186152,0.0167
576,1.8586572438162543,0.0224
577,,
578,-0.8915388983532085,
579,0.6458333333333334,
580,,0.083900005
581,18.333333333333336,
582,,
583,1.9152542372881356,
584,,0.0846
585,1.9819121447028423,
586,0.7663551401869159,0.0543
587,3.9130434782608696,
588,0.9589041095890412,0.0128
589,1.1468926553672316,0.0226
590,,
591,0.37,
592,1.2809815950920245,0.0228
593,,
594,6.244444444444444,
595,0.8415132924335379,0.018
596,,0.0401
597,-1.25,
598,,
599,0.7009345794392523,
600,0.23560209424083772,0.0095999995
601,0.5501949317738791,0.0134000005
602,1.00418410041841,0.0088
603,1.1379310344827587,0.0043
604,192.74545454545455,0.0672
605,1.3735294117647059,0.0214
606,,
607,,
608,,
609,1.5084745762711866,0.0031
610,,
611,-1.282051282051282,
612,2.2456140350877196,
613,-0.1904761904761905,
614,0.69693094629156,0.0232
615,,
616,1.2601626016260163,0.0221
617,,
618,,
619,,
620,,
621,2.8786127167630062,0.0332
622,-0.42547425474254746,0.1165
623,5.1,
624,,
625,,0.0215
626,,
627,1.4912280701754386,
628,,
629,1.487323943661972,0.0097
630,0.42329545454545453,0.075100005
631,80.76,0.061
632,1.0701754385964912,0.041100003
633,1.8625429553264603,
634,1.0734341252699784,0.0357
635,,0.0023
636,,
637,,0.0355
638,,
639,1.2317708333333335,0.0186
640,1.1403508771929827,0.0423
641,,
642,,
643,,
644,0.0011824524062906468,
645,8.209302325581396,
646,,
647,0.2787456445993032,
648,1.0,
649,1.1194029850746268,
650,,
651,0.4086538461538462,
652,,
653,2.602941176470588,
654,,0.0092
655,0.00736105999263894,
656,,0.0301
657,,
658,,
659,1.3761467889908257,1.2433
660,,
661,,0.115
662,4.825301204819278,0.012
663,,0.082600005
664,0.8436363636363636,0.027
665,2.3047619047619046,0.0273
666,0.4379947229551451,0.0519
667,,
668,0.9927797833935018,0.037100002
669,,0.044
670,12.097560975609756,
671,1.8432835820895523,0.0015
672,0.1554054054054054,0.00029999999
673,2.858974358974359,0.089700006
674,,
675,,
676,0.9887133182844244,0.0176
677,1.905263157894737,
678,,
679,1.6203703703703702,0.0361
680,1.0258358662613982,
681,0.2759448110377924,
682,1.04789644012945,0.045300003
683,,
684,-1.0248901903367496,0.028099999
685,2.5210526315789474,0.043899998
686,0.6149957877000842,
687,0.5087014725568942,
688,-0.3179650238473768,
689,-1.0,0.0041
690,,
691,,0.0701
692,-0.29906542056074764,
693,1.2917431192660551,0.0275
694,,0.0545
695,0.14285714285714285,
696,21.99792960662526,
697,1.228813559322034,
698,-0.4770642201834862,
699,,
700,-0.3817733990147783,0.026199998
701,0.5620608899297423,
702,,
703,,0.0392
704,,0.039
705,-2.361111111111111,
706,,
707,,0.044899996
708,-0.1111111111111111,0.057800002
709,0.058931484502446986,1.0732
710,,
711,-0.17894736842105266,0.016
712,,
713,,
714,,
715,0.996309963099631,0.0178
716,,
717,,
718,,0.0555
719,,
720,,0.0749
721,1.0588235294117645,0.0477
722,1.7464953271028039,
723,1.7391304347826086,
724,,
725,0.6902050113895216,0.0414
726,8.75,
727,2.388059701492537,0.0345
728,,
729,,0.026800001
730,,
731,,
732,-0.17902813299232737,
733,1.9298245614035088,
734,1.253731343283582,0.0231
735,,
736,-7.826086956521739,
737,,
738,0.19337016574585633,
739,,0.044499997
740,,
741,,0.013200001
742,,
743,0.8485576923076922,0.0150999995
744,4.436619718309859,0.0031
745,,
746,,0.070199996
747,-0.0,
748,,
749,,0.066199996
750,,
751,-0.8949416342412451,
752,,
753,,
754,139.2716049382716,0.022
755,,
756,,0.060700003
757,,
758,1.8108108108108105,
759,-1.2633181126331812,
760,0.9986702127659575,
761,,
762,,
763,1.0999999999999999,0.060599998
764,1.1194029850746268,0.013300001
765,-0.12987012987012986,
766,2.39651837524178,0.015800001
767,,
768,1.1681415929203542,0.0461
769,,0.0275
770,0.967032967032967,0.0099
771,,
772,0.5350978135788262,
773,,0.104399994
774,,0.0254
775,0.0010227040294538761,
776,1.9375866851595007,0.0381
777,-0.045454545454545456,
778,10.233333333333333,
779,0.5194805194805194,
780,0.10444563470808785,
781,1.1554054054054055,
782,,
783,5.500000000000001,0.0104
784,,
785,,0.074099995
786,-0.03748828491096533,
787,,
788,-0.07760532150776053,
789,,
790,0.08045977011494253,0.048299998
791,-0.42216358839050133,0.0218
792,,
793,0.9678362573099416,0.025
794,3.257142857142857,
795,0.625,
796,0.010351420847893453,
797,,
798,0.5156537753222836,
799,,0.0621
800,,
801,,0.0507
802,-0.30612244897959184,0.063
803,0.912621359223301,0.1455
804,1.5348837209302326,
805,0.16666666666666666,
806,1.0686274509803921,
807,,
808,9.142857142857142,0.15560001
809,,0.0949
810,,0.0738
811,,
812,,0.0863
813,,0.116000004
814,1.1832669322709166,0.028299998
815,3.033898305084746,0.0045
816,,0.0363
817,,
818,,
819,0.6196319018404909,
820,44.8,0.0572
821,,0.2463
822,2.177197802197802,0.007900001
823,0.5367647058823529,
824,1.596638655462185,
825,,0.0124
826,0.7723625557206538,0.013300001
827,9.286293592862934,
828,3.5087719298245617,
829,0.8870967741935485,0.0154
830,0.1556420233463035,
831,,
832,,
833,,
834,,0.0688
835,1.175,0.0029
836,,
837,1.8928571428571428,0.0307
838,,
839,0.3543934165118131,
840,,0.0471
841,1.2192513368983955,0.0039
842,0.5979073243647235,
843,1.635135135135135,0.054
844,,0.0418
845,-2.04,
846,,
847,2.2083333333333335,0.0779
848,,
849,0.17163504968383017,
850,1.0547945205479452,0.0433
851,1.076502732240437,0.0388
852,,0.0299
853,,
854,,
855,,0.030299999
856,,
857,0.5692307692307692,0.0466
858,,
859,,
860,1.0518867924528301,0.027
861,0.4706390328151987,
862,1.5987654320987654,0.008
863,1.0677083333333333,0.0095
864,,0.2807
865,1.9876543209876543,0.1022
866,0.4128856624319419,
867,0.4712041884816754,
868,,
869,,
870,,0.0168
871,,0.107
872,,
873,3.666666666666667,
874,0.3063457330415755,0.069299996
875,,
876,,0.09770001
877,0.2462526766595289,
878,,
879,,0.0687
880,,0.070199996
881,2.0056625141562856,
882,0.24743537135822732,0.0145000005
883,1.1428571428571428,0.036199998
884,1.0875390799464046,
885,-0.013781697905181918,
886,,0.0884
887,,0.0070999996
888,1.0126582278481013,
889,0.9144144144144143,
890,0.6024096385542168,
891,,0.0671
892,,
893,-5.7727272727272725,0.0178
894,,0.0419
895,,0.003
896,,
897,0.9184372858122002,
898,-2.151898734177215,
899,1.1875,0.081499994
900,,
901,3.6538461538461537,0.0381
902,,0.082399994
903,3.578181818181818,0.0332
904,,
905,0.6528497409326425,
906,,
907,0.3333333333333333,0.0414
908,31.623376623376625,
909,,
910,,
911,,
912,,
913,,
914,,
915,0.5014064697609001,0.024400001
916,,0.0094
917,0.817174515235457,
918,1.8532110091743117,
919,1.9467455621301777,0.0107
920,,
921,,0.0936
922,1.0989010989010988,0.0223
923,,
924,-3.320754716981132,
925,,
926,,
927,0.35555555555555557,
928,,
929,0.09919571045576407,
930,,
931,0.20833333333333334,0.1086
932,,0.044699997
933,1.1949685534591195,0.0683
934,,
935,0.2815884476534296,
936,,
937,2.7222222222222223,
938,,
939,,0.0655
940,1.4646464646464645,0.0215
941,,0.0064
942,2.3043478260869565,
943,,
944,0.5526219288595526,0.0691
945,1.2342342342342343,
946,,
947,-41.53846153846154,
948,1.160676532769556,0.020499999
949,,
950,0.43243243243243246,
951,,0.0171
952,,0.0382
953,0.5923344947735193,
954,0.2686357243319269,0.0355
955,,
956,,
957,1.5701754385964914,0.025
958,,
959,,
960,-0.45762711864406785,
961,-0.07874015748031496,
962,6.118251928020565,
963,2.6859375,0.0471
964,,
965,1.1489361702127658,
966,-1.0285714285714287,
967,0.9890350877192983,0.033099998
968,,
969,,
970,0.9433962264150942,
971,1.3677685950413223,0.0124
972,,
973,1.0454545454545456,0.0221
974,1.663265306122449,
975,,
976,1.0442477876106195,0.0622
977,,
978,,
979,,0.072
980,2.15,0.019
981,0.4659561870929544,0.0311
982,5.428571428571428,
983,,
984,0.35936751317680876,
985,2.967741935483871,
986,0.7216494845360825,0.1163
987,1.0872727272727274,0.0219
988,,
989,,0.0019
990,1.8270893371757924,
991,-1.09375,0.176
992,,
993,,
994,,
995,-2.75,
996,1.2941176470588234,0.057800002
997,0.8530259365994236,
998,1.3404255319148937,
999,,
1000,,
1001,,
1002,-40.0,
1003,,0.0018000001
1004,-4.223300970873787,
1005,-0.09077705156136529,
1006,,
1007,,
1008,,0.042600002
1009,0.28142589118198874,
1010,0.3640292553191489,
1011,0.8541329011345218,0.0164
1012,-0.33333333333333337,0.051599998
1013,0.8715596330275229,
1014,1.532846715328467,
1015,,0.080699995
1016,,0.0058
1017,0.847457627118644,0.0256
1018,,
1019,,
1020,0.43043043043043044,
1021,0.2087378640776699,0.0367
1022,,0.1166
1023,,
1024,1.0814558058925479,0.0249
1025,,0.119899996
1026,,0.1144
1027,,0.0191
1028,,
1029,,
1030,1.532258064516129,0.0241
1031,,
1032,1.4776119402985073,
1033,,
1034,1.4155251141552512,
1035,,0.117
1036,,
1037,0.5170370370370371,0.0176
1038,,
1039,1.3736842105263158,0.0344
1040,2.2710280373831777,
1041,,0.0108
1042,1.1043478260869566,0.0669
1043,1.5779310344827586,0.0143
1044,,0.102299996
1045,,
1046,,
1047,,0.0399
1048,,
1049,0.9126344086021505,0.0098
1050,-0.5245283018867924,0.0231
1051,0.9920255183413078,0.056999996
1052,1.0603621730382293,0.023
1053,,
1054,,
1055,,
1056,0.5018939393939394,
1057,,0.012
1058,1.0638766519823788,0.0478
1059,1.1977011494252874,0.044299997
1060,0.7766990291262136,0.0683
1061,0.3187250996015936,
1062,,
1063,,
1064,1.2892768079800498,0.0401
1065,,0.0321
1066,,
1067,1.1145662847790505,0.0062
1068,-2.148936170212766,
1069,,
1070,,
1071,1.0616438356164384,
1072,2.9999999999999996,
1073,2.2868217054263567,
1074,0.09302325581395349,
1075,,
1076,0.6644612476370511,0.0138
1077,4.5,
1078,0.7099567099567099,0.048
1079,,
1080,-0.4166666666666667,
1081,,
1082,,
1083,,0.0238
1084,,
1085,1.4434782608695653,0.097799994
1086,1.3136094674556213,0.097200006
1087,0.984251968503937,0.0432
1088,-2.6802721088435373,
1089,,
1090,,0.0796
1091,0.6405529953917051,
1092,0.6122448979591836,
1093,0.6486486486486487,0.0766
1094,,0.093100004
1095,,
1096,,
1097,12.164835164835164,0.0101
1098,7.75,
1099,1.392,0.100600004
1100,,0.045500003
1101,,
1102,0.5353982300884956,
1103,0.4419889502762432,
1104,,0.098500006
1105,-3.9653875094055677,0.0208
1106,,
1107,,
1108,1.2837837837837838,0.024
1109,,
1110,1.289833080424886,
1111,70.98765432098764,0.0202
1112,1.027542372881356,
1113,,
1114,,
1115,,
1116,1.205128205128205,
1117,,0.0125
1118,,0.0587
1119,4.181818181818182,0.0871
1120,,0.0484
1121,1.4864864864864866,
1122,,
1123,,
1124,,0.047
1125,-1.0920770877944326,
1126,,
1127,0.1899602744673167,
1128,0.9640287769784174,0.012999999
1129,0.7270270270270269,0.0207
1130,,0.049099997
1131,,
1132,,
1133,,
1134,1.4397801099450274,0.010299999
1135,,
1136,7.058823529411764,
1137,,
1138,,0.0127
1139,0.7790697674418605,0.0674
1140,0.9672691744015632,
1141,,0.057600003
1142,,0.108
1143,1.0694183864915572,
1144,3.345505617977528,
1145,1.2840579710144926,0.0208
1146,,
1147,1.319148936170213,
1148,,
1149,1.868131868131868,0.0446
1150,,
1151,,
1152,-0.1565858151673319,0.0733
1153,1.9278846153846152,
1154,,
1155,-17.75,
1156,164.22222222222223,0.0463
1157,,
1158,,
1159,,
1160,,
1161,1.246719160104987,0.0114
1162,0.38750527648796956,
1163,-2.7307692307692304,
1164,0.6989247311827956,0.13949999
1165,0.7909604519774013,
1166,,
1167,,
1168,3.9337349397590367,0.0107
1169,,0.0463
1170,1.7054263565891474,
1171,,
1172,0.9157894736842105,0.025999999
1173,1.0868055555555556,0.033299997
1174,0.3591470258136925,0.0791
1175,1.3717277486910995,0.028499998
1176,1.1009174311926606,
1177,,
1178,,0.0345
1179,13.75,
1180,0.15631784628745116,
1181,1.0,
1182,,
1183,1.0710227272727273,0.0128
1184,1.0639269406392695,0.0229
1185,1.2692307692307692,0.0309
1186,-1.3333333333333335,
1187,,
1188,0.8056628056628057,0.0257
1189,,
1190,,0.3328
1191,,
1192,0.9525691699604745,0.013300001
1193,,
1194,1.0589022757697457,0.0175
1195,0.9936908517350158,
1196,,
1197,0.49526813880126186,
1198,0.5047518479408659,0.0175
1199,1.3953488372093024,
1200,1.86046511627907,0.0183
1201,,
1202,,
1203,1.3215339233038348,0.0274
1204,0.8151093439363818,
1205,1.4545454545454544,0.0099
1206,,0.0194
1207,,
1208,,
1209,1.3450980392156864,0.0083
1210,,
1211,38.1025641025641,0.024400001
1212,1.54,0.037100002
1213,1.2455172413793103,0.0249
1214,,
1215,,0.0872
1216,0.4167324388318864,0.0062
1217,,
1218,,0.0496
1219,0.2826086956521739,0.0067000003
1220,0.7511380880121395,
1221,1.1157894736842107,0.019
1222,-0.8928571428571428,
1223,1.0902255639097744,0.030299999
1224,,0.026400002
1225,0.39715781600598354,0.019299999
1226,4.0048076923076925,
1227,,0.052800003
1228,-7.714285714285714,
1229,,
1230,1.2733990147783252,0.0162
1231,,
1232,0.008888888888888889,0.0717
1233,1.2617702448210923,
1234,,
1235,1.218326969802152,
1236,1.1521499448732082,0.0038
1237,-3.58433734939759,
1238,2.0327868852459017,
1239,,0.045700002
1240,0.9852469531751122,0.099300005
1241,1.1398963730569949,0.097600006
1242,,
1243,,
1244,,0.042600002
1245,,
1246,1.737179487179487,
1247,2.489262299809663,
1248,0.25691699604743085,
1249,0.6586080586080586,0.0047999998
1250,,
1251,2.7037037037037033,0.041100003
1252,,
1253,,
1254,1.5,0.083100006
1255,,
1256,1.3770491803278688,
1257,,0.0092
1258,1.0790513833992095,0.0433
1259,,
1260,1.3189066059225514,0.032
1261,0.6428571428571429,0.0185
1262,,
1263,1.0011799410029498,0.0435
1264,,
1265,,0.041199997
1266,,
1267,,0.0556
1268,1.6578483245149913,
1269,1.7857142857142856,
1270,0.6215722120658135,0.2913
1271,3.877430760164997,
1272,,0.0617
1273,-0.7231602421153234,
1274,1.8437499999999998,0.0306
1275,-4.847682119205298,
1276,0.848966613672496,0.028299998
1277,0.32592592592592595,
1278,,
1279,0.8504672897196262,0.0496
1280,,0.0369
1281,1.5412844036697246,0.0548
1282,,
1283,,0.0646
1284,1.184375,0.0633
1285,-6.538461538461539,
1286,,0.100200005
1287,-0.2459016393442623,
1288,0.0,
1289,0.8969465648854962,0.0376
1290,,
1291,-0.029411764705882353,
1292,0.9464285714285714,0.0139999995
1293,,
1294,,
1295,-1.4571910586250527,0.0092
1296,0.9523809523809524,
1297,,0.0222
1298,,
1299,-0.8798646362098139,
1300,12.5,
1301,,0.099700004
1302,,
1303,0.9209183673469388,0.039
1304,0.8823529411764706,0.031
1305,1.1627906976744187,
1306,,0.0305
1307,,0.061100002
1308,0.566951566951567,0.028399998
1309,-0.8658008658008658,
1310,,
1311,1.896694214876033,
1312,,0.059299998
1313,,
1314,-0.11949215832710978,
1315,3.2519083969465647,
1316,,
1317,-2.889772727272727,0.0369
1318,0.31594415870683323,
1319,,0.0395
1320,1.3274336283185841,
1321,-0.5559968228752978,
1322,0.4389312977099237,
1323,5.65625,0.0219
1324,,
1325,0.020050125313283207,
1326,,
1327,0.421216848673947,
1328,0.8521341463414634,0.0068
1329,,
1330,2.474530831099196,0.0349
1331,1.2777777777777777,
1332,1.0934065934065933,0.035099998
1333,,0.0099
1334,,
1335,1.1605075227067878,0.0866
1336,,0.0395
1337,1.0772128060263655,0.0128999995
1338,0.9238249594813613,
1339,,
1340,,
1341,1.2838709677419355,0.028199999
1342,0.9107922645040549,
1343,,
1344,0.8301682040151926,
1345,,
1346,,
1347,,
1348,0.277992277992278,
1349,0.9016393442622952,
1350,,0.0348
1351,0.5968468468468469,
1352,,0.1144
1353,1.096153846153846,0.009
1354,-0.016574585635359115,
1355,134.52040816326533,0.0517
1356,,
1357,1.4999999999999998,0.1451
1358,0.40638428483732353,
1359,,
1360,-0.37179487179487175,0.0699
1361,,0.083000004
1362,,0.0198
1363,,
1364,1.17162471395881,0.0419
1365,,
1366,2.0,
1367,,0.0177
1368,0.22149122807017546,0.13350001
1369,,
1370,0.5365126676602086,
1371,0.32926829268292684,0.030299999
1372,5.799999999999999,
1373,1.06198347107438,0.0581
